record_id,student_id,academic_year,term,school_id,level,class,record_date,academic_scores
2042,S2412042,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 97,
""bahasa_indonesia"": 85,
""matematika"": 84,
""bahasa_inggris"": 93,
""fisika"": 79,
""kimia"": 81,
""biologi"": 73,
""sosiologi"": 93,
""ekonomi"": 94,
""geografi"": 80,
""pjok"": 91,
""informatika"": 89,
""seni_dan_prakarya"": 90
}"
2043,S2412043,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 75,
""matematika"": 84,
""bahasa_inggris"": 74,
""fisika"": 72,
""kimia"": 82,
""biologi"": 82,
""sosiologi"": 76,
""ekonomi"": 78,
""geografi"": 74,
""pjok"": 80,
""informatika"": 79,
""seni_dan_prakarya"": 82
}"
2044,S2412044,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 73,
""matematika"": 80,
""bahasa_inggris"": 93,
""fisika"": 76,
""kimia"": 80,
""biologi"": 71,
""sosiologi"": 80,
""ekonomi"": 74,
""geografi"": 71,
""pjok"": 87,
""informatika"": 87,
""seni_dan_prakarya"": 82
}"
2045,S2412045,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 71,
""matematika"": 73,
""bahasa_inggris"": 76,
""fisika"": 79,
""kimia"": 82,
""biologi"": 72,
""sosiologi"": 83,
""ekonomi"": 79,
""geografi"": 76,
""pjok"": 86,
""informatika"": 75,
""seni_dan_prakarya"": 82
}"
2046,S2412046,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 85,
""fisika"": 79,
""kimia"": 79,
""biologi"": 83,
""sosiologi"": 78,
""ekonomi"": 73,
""geografi"": 78,
""pjok"": 88,
""informatika"": 79,
""seni_dan_prakarya"": 90
}"
2047,S2412047,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 77,
""matematika"": 83,
""bahasa_inggris"": 87,
""fisika"": 83,
""kimia"": 71,
""biologi"": 83,
""sosiologi"": 73,
""ekonomi"": 82,
""geografi"": 74,
""pjok"": 85,
""informatika"": 85,
""seni_dan_prakarya"": 91
}"
2048,S2412048,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 79,
""matematika"": 83,
""bahasa_inggris"": 84,
""fisika"": 81,
""kimia"": 71,
""biologi"": 75,
""sosiologi"": 84,
""ekonomi"": 90,
""geografi"": 80,
""pjok"": 88,
""informatika"": 84,
""seni_dan_prakarya"": 95
}"
2049,S2412049,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 78,
""matematika"": 71,
""bahasa_inggris"": 91,
""fisika"": 75,
""kimia"": 70,
""biologi"": 73,
""sosiologi"": 82,
""ekonomi"": 76,
""geografi"": 77,
""pjok"": 89,
""informatika"": 81,
""seni_dan_prakarya"": 87
}"
2050,S2412050,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 75,
""matematika"": 77,
""bahasa_inggris"": 75,
""fisika"": 80,
""kimia"": 72,
""biologi"": 75,
""sosiologi"": 72,
""ekonomi"": 73,
""geografi"": 76,
""pjok"": 87,
""informatika"": 76,
""seni_dan_prakarya"": 79
}"
2051,S2412051,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 82,
""matematika"": 91,
""bahasa_inggris"": 87,
""fisika"": 70,
""kimia"": 88,
""biologi"": 88,
""sosiologi"": 83,
""ekonomi"": 76,
""geografi"": 89,
""pjok"": 95,
""informatika"": 89,
""seni_dan_prakarya"": 90
}"
2052,S2412052,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 73,
""matematika"": 72,
""bahasa_inggris"": 74,
""fisika"": 79,
""kimia"": 82,
""biologi"": 78,
""sosiologi"": 73,
""ekonomi"": 74,
""geografi"": 77,
""pjok"": 80,
""informatika"": 73,
""seni_dan_prakarya"": 79
}"
2053,S2412053,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 84,
""fisika"": 81,
""kimia"": 73,
""biologi"": 76,
""sosiologi"": 80,
""ekonomi"": 74,
""geografi"": 70,
""pjok"": 86,
""informatika"": 77,
""seni_dan_prakarya"": 77
}"
2054,S2412054,2024/2025,Term 1,ATM1,10,10A,2024-10-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 96,
""bahasa_indonesia"": 85,
""matematika"": 92,
""bahasa_inggris"": 94,
""fisika"": 81,
""kimia"": 74,
""biologi"": 85,
""sosiologi"": 78,
""ekonomi"": 84,
""geografi"": 79,
""pjok"": 84,
""informatika"": 93,
""seni_dan_prakarya"": 92
}"
2055,S2412055,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 86,
""matematika"": 90,
""bahasa_inggris"": 95,
""fisika"": 78,
""kimia"": 78,
""biologi"": 79,
""sosiologi"": 71,
""ekonomi"": 86,
""geografi"": 71,
""pjok"": 95,
""informatika"": 93,
""seni_dan_prakarya"": 95
}"
2056,S2412056,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 72,
""matematika"": 70,
""bahasa_inggris"": 89,
""fisika"": 79,
""kimia"": 71,
""biologi"": 77,
""sosiologi"": 71,
""ekonomi"": 73,
""geografi"": 70,
""pjok"": 77,
""informatika"": 80,
""seni_dan_prakarya"": 79
}"
2057,S2412057,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 75,
""matematika"": 73,
""bahasa_inggris"": 90,
""fisika"": 72,
""kimia"": 77,
""biologi"": 80,
""sosiologi"": 76,
""ekonomi"": 77,
""geografi"": 81,
""pjok"": 82,
""informatika"": 82,
""seni_dan_prakarya"": 83
}"
2058,S2412058,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 98,
""bahasa_indonesia"": 96,
""matematika"": 96,
""bahasa_inggris"": 98,
""fisika"": 72,
""kimia"": 74,
""biologi"": 87,
""sosiologi"": 74,
""ekonomi"": 80,
""geografi"": 78,
""pjok"": 90,
""informatika"": 97,
""seni_dan_prakarya"": 96
}"
2059,S2412059,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 83,
""matematika"": 93,
""bahasa_inggris"": 85,
""fisika"": 90,
""kimia"": 77,
""biologi"": 86,
""sosiologi"": 83,
""ekonomi"": 71,
""geografi"": 72,
""pjok"": 91,
""informatika"": 89,
""seni_dan_prakarya"": 92
}"
2060,S2412060,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 80,
""matematika"": 75,
""bahasa_inggris"": 91,
""fisika"": 75,
""kimia"": 81,
""biologi"": 81,
""sosiologi"": 76,
""ekonomi"": 83,
""geografi"": 73,
""pjok"": 90,
""informatika"": 83,
""seni_dan_prakarya"": 88
}"
2061,S2412061,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 84,
""fisika"": 72,
""kimia"": 73,
""biologi"": 77,
""sosiologi"": 73,
""ekonomi"": 76,
""geografi"": 72,
""pjok"": 83,
""informatika"": 77,
""seni_dan_prakarya"": 74
}"
2062,S2412062,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 86,
""fisika"": 72,
""kimia"": 81,
""biologi"": 83,
""sosiologi"": 80,
""ekonomi"": 83,
""geografi"": 75,
""pjok"": 89,
""informatika"": 80,
""seni_dan_prakarya"": 79
}"
2063,S2412063,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 85,
""matematika"": 88,
""bahasa_inggris"": 93,
""fisika"": 86,
""kimia"": 83,
""biologi"": 77,
""sosiologi"": 84,
""ekonomi"": 93,
""geografi"": 87,
""pjok"": 93,
""informatika"": 91,
""seni_dan_prakarya"": 89
}"
2064,S2412064,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 76,
""matematika"": 74,
""bahasa_inggris"": 83,
""fisika"": 73,
""kimia"": 83,
""biologi"": 70,
""sosiologi"": 81,
""ekonomi"": 71,
""geografi"": 74,
""pjok"": 86,
""informatika"": 79,
""seni_dan_prakarya"": 85
}"
2065,S2412065,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 74,
""matematika"": 77,
""bahasa_inggris"": 74,
""fisika"": 78,
""kimia"": 77,
""biologi"": 74,
""sosiologi"": 75,
""ekonomi"": 71,
""geografi"": 77,
""pjok"": 82,
""informatika"": 76,
""seni_dan_prakarya"": 81
}"
2066,S2412066,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 79,
""matematika"": 70,
""bahasa_inggris"": 92,
""fisika"": 75,
""kimia"": 83,
""biologi"": 77,
""sosiologi"": 72,
""ekonomi"": 85,
""geografi"": 73,
""pjok"": 88,
""informatika"": 81,
""seni_dan_prakarya"": 87
}"
2067,S2412067,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 83,
""bahasa_indonesia"": 77,
""matematika"": 98,
""bahasa_inggris"": 88,
""fisika"": 72,
""kimia"": 84,
""biologi"": 75,
""sosiologi"": 79,
""ekonomi"": 76,
""geografi"": 84,
""pjok"": 91,
""informatika"": 93,
""seni_dan_prakarya"": 86
}"
2068,S2412068,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 96,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 85,
""matematika"": 93,
""bahasa_inggris"": 91,
""fisika"": 76,
""kimia"": 92,
""biologi"": 80,
""sosiologi"": 70,
""ekonomi"": 80,
""geografi"": 84,
""pjok"": 92,
""informatika"": 92,
""seni_dan_prakarya"": 95
}"
2069,S2412069,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 78,
""matematika"": 74,
""bahasa_inggris"": 93,
""fisika"": 83,
""kimia"": 74,
""biologi"": 72,
""sosiologi"": 82,
""ekonomi"": 78,
""geografi"": 79,
""pjok"": 83,
""informatika"": 84,
""seni_dan_prakarya"": 84
}"
2070,S2412070,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 78,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 79,
""fisika"": 78,
""kimia"": 72,
""biologi"": 75,
""sosiologi"": 82,
""ekonomi"": 72,
""geografi"": 80,
""pjok"": 84,
""informatika"": 75,
""seni_dan_prakarya"": 77
}"
2071,S2412071,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 77,
""matematika"": 87,
""bahasa_inggris"": 92,
""fisika"": 81,
""kimia"": 72,
""biologi"": 78,
""sosiologi"": 74,
""ekonomi"": 76,
""geografi"": 82,
""pjok"": 89,
""informatika"": 90,
""seni_dan_prakarya"": 82
}"
2072,S2412072,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 91,
""bahasa_indonesia"": 84,
""matematika"": 78,
""bahasa_inggris"": 84,
""fisika"": 72,
""kimia"": 72,
""biologi"": 79,
""sosiologi"": 75,
""ekonomi"": 84,
""geografi"": 75,
""pjok"": 88,
""informatika"": 81,
""seni_dan_prakarya"": 90
}"
2073,S2412073,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 78,
""matematika"": 78,
""bahasa_inggris"": 79,
""fisika"": 78,
""kimia"": 71,
""biologi"": 79,
""sosiologi"": 77,
""ekonomi"": 79,
""geografi"": 78,
""pjok"": 88,
""informatika"": 79,
""seni_dan_prakarya"": 85
}"
2074,S2412074,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 76,
""matematika"": 84,
""bahasa_inggris"": 92,
""fisika"": 76,
""kimia"": 86,
""biologi"": 77,
""sosiologi"": 93,
""ekonomi"": 84,
""geografi"": 73,
""pjok"": 89,
""informatika"": 88,
""seni_dan_prakarya"": 92
}"
2075,S2412075,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 78,
""matematika"": 74,
""bahasa_inggris"": 88,
""fisika"": 71,
""kimia"": 74,
""biologi"": 71,
""sosiologi"": 76,
""ekonomi"": 81,
""geografi"": 71,
""pjok"": 88,
""informatika"": 81,
""seni_dan_prakarya"": 84
}"
2076,S2412076,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 77,
""matematika"": 79,
""bahasa_inggris"": 86,
""fisika"": 70,
""kimia"": 81,
""biologi"": 85,
""sosiologi"": 76,
""ekonomi"": 75,
""geografi"": 70,
""pjok"": 79,
""informatika"": 83,
""seni_dan_prakarya"": 85
}"
2077,S2412077,2024/2025,Term 1,ATM1,10,10B,2024-10-25,"{
""pendidikan_agama"": 76,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 72,
""matematika"": 70,
""bahasa_inggris"": 79,
""fisika"": 75,
""kimia"": 71,
""biologi"": 78,
""sosiologi"": 72,
""ekonomi"": 70,
""geografi"": 71,
""pjok"": 87,
""informatika"": 75,
""seni_dan_prakarya"": 80
}"
2078,S2412078,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 75,
""matematika"": 74,
""bahasa_inggris"": 86,
""fisika"": 70,
""kimia"": 74,
""biologi"": 79,
""sosiologi"": 79,
""ekonomi"": 86,
""geografi"": 76,
""pjok"": 82,
""informatika"": 80,
""seni_dan_prakarya"": 80
}"
2079,S2412079,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 77,
""matematika"": 80,
""bahasa_inggris"": 91,
""fisika"": 72,
""kimia"": 79,
""biologi"": 80,
""sosiologi"": 77,
""ekonomi"": 70,
""geografi"": 75,
""pjok"": 81,
""informatika"": 86,
""seni_dan_prakarya"": 81
}"
2080,S2412080,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 87,
""matematika"": 89,
""bahasa_inggris"": 84,
""fisika"": 75,
""kimia"": 78,
""biologi"": 70,
""sosiologi"": 78,
""ekonomi"": 79,
""geografi"": 79,
""pjok"": 83,
""informatika"": 87,
""seni_dan_prakarya"": 90
}"
2081,S2412081,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 75,
""fisika"": 70,
""kimia"": 79,
""biologi"": 72,
""sosiologi"": 70,
""ekonomi"": 82,
""geografi"": 77,
""pjok"": 77,
""informatika"": 75,
""seni_dan_prakarya"": 89
}"
2082,S2412082,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 76,
""matematika"": 76,
""bahasa_inggris"": 76,
""fisika"": 77,
""kimia"": 76,
""biologi"": 70,
""sosiologi"": 83,
""ekonomi"": 79,
""geografi"": 83,
""pjok"": 83,
""informatika"": 76,
""seni_dan_prakarya"": 82
}"
2083,S2412083,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 74,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 74,
""matematika"": 74,
""bahasa_inggris"": 90,
""fisika"": 72,
""kimia"": 78,
""biologi"": 79,
""sosiologi"": 72,
""ekonomi"": 71,
""geografi"": 73,
""pjok"": 78,
""informatika"": 82,
""seni_dan_prakarya"": 77
}"
2084,S2412084,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 72,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 75,
""kimia"": 77,
""biologi"": 70,
""sosiologi"": 75,
""ekonomi"": 73,
""geografi"": 75,
""pjok"": 76,
""informatika"": 70,
""seni_dan_prakarya"": 72
}"
2085,S2412085,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 73,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 72,
""matematika"": 73,
""bahasa_inggris"": 70,
""fisika"": 74,
""kimia"": 71,
""biologi"": 76,
""sosiologi"": 70,
""ekonomi"": 76,
""geografi"": 76,
""pjok"": 77,
""informatika"": 72,
""seni_dan_prakarya"": 78
}"
2086,S2412086,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 78,
""matematika"": 74,
""bahasa_inggris"": 78,
""fisika"": 74,
""kimia"": 70,
""biologi"": 76,
""sosiologi"": 75,
""ekonomi"": 72,
""geografi"": 77,
""pjok"": 78,
""informatika"": 76,
""seni_dan_prakarya"": 78
}"
2087,S2412087,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 76,
""matematika"": 74,
""bahasa_inggris"": 76,
""fisika"": 72,
""kimia"": 71,
""biologi"": 74,
""sosiologi"": 70,
""ekonomi"": 76,
""geografi"": 71,
""pjok"": 81,
""informatika"": 75,
""seni_dan_prakarya"": 79
}"
2088,S2412088,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 72,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 70,
""fisika"": 75,
""kimia"": 72,
""biologi"": 70,
""sosiologi"": 72,
""ekonomi"": 74,
""geografi"": 74,
""pjok"": 77,
""informatika"": 70,
""seni_dan_prakarya"": 72
}"
2089,S2412089,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 74,
""matematika"": 74,
""bahasa_inggris"": 86,
""fisika"": 70,
""kimia"": 77,
""biologi"": 74,
""sosiologi"": 71,
""ekonomi"": 75,
""geografi"": 71,
""pjok"": 80,
""informatika"": 80,
""seni_dan_prakarya"": 78
}"
2090,S2412090,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 83,
""matematika"": 91,
""bahasa_inggris"": 93,
""fisika"": 71,
""kimia"": 76,
""biologi"": 78,
""sosiologi"": 80,
""ekonomi"": 72,
""geografi"": 90,
""pjok"": 83,
""informatika"": 92,
""seni_dan_prakarya"": 80
}"
2091,S2412091,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 80,
""matematika"": 76,
""bahasa_inggris"": 82,
""fisika"": 70,
""kimia"": 74,
""biologi"": 79,
""sosiologi"": 80,
""ekonomi"": 81,
""geografi"": 73,
""pjok"": 82,
""informatika"": 79,
""seni_dan_prakarya"": 89
}"
2092,S2412092,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 81,
""matematika"": 77,
""bahasa_inggris"": 89,
""fisika"": 72,
""kimia"": 74,
""biologi"": 77,
""sosiologi"": 75,
""ekonomi"": 70,
""geografi"": 74,
""pjok"": 81,
""informatika"": 83,
""seni_dan_prakarya"": 81
}"
2093,S2412093,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 72,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 70,
""matematika"": 70,
""bahasa_inggris"": 72,
""fisika"": 73,
""kimia"": 75,
""biologi"": 72,
""sosiologi"": 75,
""ekonomi"": 77,
""geografi"": 71,
""pjok"": 72,
""informatika"": 71,
""seni_dan_prakarya"": 76
}"
2094,S2412094,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 75,
""matematika"": 79,
""bahasa_inggris"": 89,
""fisika"": 74,
""kimia"": 81,
""biologi"": 80,
""sosiologi"": 76,
""ekonomi"": 81,
""geografi"": 75,
""pjok"": 82,
""informatika"": 84,
""seni_dan_prakarya"": 78
}"
2095,S2412095,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 86,
""matematika"": 84,
""bahasa_inggris"": 84,
""fisika"": 75,
""kimia"": 79,
""biologi"": 70,
""sosiologi"": 88,
""ekonomi"": 83,
""geografi"": 80,
""pjok"": 84,
""informatika"": 84,
""seni_dan_prakarya"": 88
}"
2096,S2412096,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 85,
""matematika"": 74,
""bahasa_inggris"": 91,
""fisika"": 73,
""kimia"": 79,
""biologi"": 74,
""sosiologi"": 72,
""ekonomi"": 77,
""geografi"": 72,
""pjok"": 84,
""informatika"": 83,
""seni_dan_prakarya"": 87
}"
2097,S2412097,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 75,
""matematika"": 82,
""bahasa_inggris"": 84,
""fisika"": 78,
""kimia"": 75,
""biologi"": 78,
""sosiologi"": 77,
""ekonomi"": 73,
""geografi"": 79,
""pjok"": 84,
""informatika"": 83,
""seni_dan_prakarya"": 80
}"
2098,S2412098,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 73,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 72,
""matematika"": 74,
""bahasa_inggris"": 77,
""fisika"": 74,
""kimia"": 70,
""biologi"": 74,
""sosiologi"": 76,
""ekonomi"": 71,
""geografi"": 75,
""pjok"": 80,
""informatika"": 76,
""seni_dan_prakarya"": 73
}"
2099,S2412099,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 94,
""bahasa_indonesia"": 88,
""matematika"": 97,
""bahasa_inggris"": 97,
""fisika"": 83,
""kimia"": 96,
""biologi"": 72,
""sosiologi"": 95,
""ekonomi"": 77,
""geografi"": 84,
""pjok"": 87,
""informatika"": 97,
""seni_dan_prakarya"": 96
}"
2100,S2412100,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 92,
""matematika"": 95,
""bahasa_inggris"": 92,
""fisika"": 86,
""kimia"": 75,
""biologi"": 75,
""sosiologi"": 95,
""ekonomi"": 84,
""geografi"": 84,
""pjok"": 90,
""informatika"": 94,
""seni_dan_prakarya"": 97
}"
2101,S2412101,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 82,
""matematika"": 83,
""bahasa_inggris"": 93,
""fisika"": 75,
""kimia"": 79,
""biologi"": 75,
""sosiologi"": 72,
""ekonomi"": 71,
""geografi"": 76,
""pjok"": 79,
""informatika"": 88,
""seni_dan_prakarya"": 82
}"
2102,S2412102,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 78,
""matematika"": 80,
""bahasa_inggris"": 80,
""fisika"": 79,
""kimia"": 70,
""biologi"": 73,
""sosiologi"": 79,
""ekonomi"": 74,
""geografi"": 71,
""pjok"": 84,
""informatika"": 80,
""seni_dan_prakarya"": 82
}"
2103,S2412103,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 75,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 75,
""matematika"": 74,
""bahasa_inggris"": 85,
""fisika"": 79,
""kimia"": 74,
""biologi"": 78,
""sosiologi"": 76,
""ekonomi"": 75,
""geografi"": 78,
""pjok"": 81,
""informatika"": 80,
""seni_dan_prakarya"": 82
}"
2104,S2412104,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 79,
""pendidikan_pancasila"": 73,
""bahasa_indonesia"": 76,
""matematika"": 73,
""bahasa_inggris"": 87,
""fisika"": 71,
""kimia"": 72,
""biologi"": 72,
""sosiologi"": 81,
""ekonomi"": 76,
""geografi"": 70,
""pjok"": 78,
""informatika"": 80,
""seni_dan_prakarya"": 84
}"
2105,S2412105,2024/2025,Term 1,ATM2,10,10A,2024-10-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 75,
""matematika"": 74,
""bahasa_inggris"": 76,
""fisika"": 75,
""kimia"": 72,
""biologi"": 77,
""sosiologi"": 75,
""ekonomi"": 80,
""geografi"": 78,
""pjok"": 81,
""informatika"": 75,
""seni_dan_prakarya"": 81
}"
